Publication date,Sub-fund,Format,Page,search name,Investee company legal name,Financial instrument,Nominal/Quantity,Market value,Market value in EUR,Associated banking group,OHCHR25/UN/2025-09-26,OHCHR23/UN/2023-06-30,UNSR_OPT/UN/2025-01-01,DBIO/NGO/2024-01-01,BR_SOY_DEFOREST_3K/TRASE.EARTH/2022-01-01,TEST/FREEPORTS/2025-01-01
 2024.12.31,AKTIV FÖRMÖGENHETSFÖRVALTNING,DANSKEINVEST-EN24,57,Volvo Car Corp,Volvo Car Corporation,EQUITY,242000.0,65001200.0,5672501.96,Danske Bank,0,0,1,1,0,1
 2024.12.31,DENMARK FOCUS,DANSKEINVEST-EN24,67,Carlsberg Group,Carlsberg Group AS,EQUITY,6497.0,4482930.0,601106.22,Danske Bank,0,0,0,1,0,1
 2024.12.31,EMERGING MARKETS SUSTAINABLE FUTURE,DANSKEINVEST-EN24,88,Siemens,Siemens AG,EQUITY,3885.0,287203.0,287203.0,Danske Bank,0,0,0,1,0,1
 2024.12.31,EMERGING MARKETS SUSTAINABLE FUTURE,DANSKEINVEST-EN24,89,HD Hyundai,HD Hyundai Co. Ltd,EQUITY,1658.0,412944.0,412944.0,Danske Bank,0,0,1,1,0,1
 2024.12.31,EURO HIGH YIELD BOND,DANSKEINVEST-EN24,92,Altice International,Altice International Sarl,BOND,100000.0,56450.0,56450.0,Danske Bank,1,1,0,1,0,1
 2024.12.31,EURO HIGH YIELD BOND,DANSKEINVEST-EN24,93,Volvo Car Corp,Volvo Car Corporation,BOND,100000.0,98088.0,98088.0,Danske Bank,0,0,1,1,0,1
 2024.12.31,EURO INVESTMENT GRADE CORPORATE BOND,DANSKEINVEST-EN24,95,Carlsberg Group,Carlsberg Group AS,BOND,7596000.0,7898577.0,7898577.0,Danske Bank,0,0,0,1,0,1
 2024.12.31,EURO INVESTMENT GRADE CORPORATE BOND,DANSKEINVEST-EN24,96,Carrefour,Carrefour SA,BOND,4100000.0,4254003.0,4254003.0,Danske Bank,0,0,0,1,0,1
 2024.12.31,EURO INVESTMENT GRADE CORPORATE BOND,DANSKEINVEST-EN24,98,CNH Industrial,CNH Industrial NV,BOND,2050000.0,2088595.0,2088595.0,Danske Bank,0,0,0,1,0,1
 2024.12.31,EURO INVESTMENT GRADE CORPORATE BOND,DANSKEINVEST-EN24,99,Volvo Car Corp,Volvo Car Corporation,BOND,1590000.0,1594070.0,1594070.0,Danske Bank,0,0,1,1,0,1
 2024.12.31,EURO INVESTMENT GRADE CORPORATE BOND,DANSKEINVEST-EN24,100,Booking Holdings,Booking Holdings Inc,BOND,931000.0,933011.0,933011.0,Danske Bank,1,1,1,1,0,1
 2024.12.31,EURO INVESTMENT GRADE CORPORATE BOND,DANSKEINVEST-EN24,100,Booking Holdings,Booking Holdings Inc,BOND,3500000.0,3768220.0,3768220.0,Danske Bank,1,1,1,1,0,1
 2024.12.31,EUROPE,DANSKEINVEST-EN24,103,Siemens,Siemens AG,EQUITY,6884.0,1298047.0,1298047.0,Danske Bank,0,0,0,1,0,1
 2024.12.31,EUROPE HIGH DIVIDEND,DANSKEINVEST-EN24,106,Siemens,Siemens AG,EQUITY,5802.0,1094025.0,1094025.0,Danske Bank,0,0,0,1,0,1
 2024.12.31,EUROPE LONG-SHORT EQUITY FACTORS,DANSKEINVEST-EN24,109,Heidelberg Materials,Heidelberg Materials AG,EQUITY,5225.0,623343.0,623343.0,Danske Bank,1,0,1,1,0,1
 2024.12.31,EUROPEAN CORPORATE SUSTAINABLE BOND,DANSKEINVEST-EN24,118,Siemens,Siemens AG,BOND,2000000.0,2072681.0,2072681.0,Danske Bank,0,0,0,1,0,1
 2024.12.31,GLOBAL EMERGING MARKETS SMALL CAP,DANSKEINVEST-EN24,137,HD Hyundai,HD Hyundai Co. Ltd,EQUITY,6516.0,714385.0,687635.96,Danske Bank,0,0,1,1,0,1
 2024.12.31,GLOBAL INDEX,DANSKEINVEST-EN24,150,Carlsberg Group,Carlsberg Group AS,EQUITY,7603.0,8048925.0,702410.77,Danske Bank,0,0,0,1,0,1
 2024.12.31,GLOBAL INDEX,DANSKEINVEST-EN24,150,Carrefour,Carrefour SA,EQUITY,25398.0,3989817.0,348181.95,Danske Bank,0,0,0,1,0,1
 2024.12.31,GLOBAL INDEX,DANSKEINVEST-EN24,151,Heidelberg Materials,Heidelberg Materials AG,EQUITY,3667.0,5005348.0,436804.96,Danske Bank,1,0,1,1,0,1
 2024.12.31,GLOBAL INDEX,DANSKEINVEST-EN24,152,Siemens,Siemens AG,EQUITY,48259.0,104114400.0,9085819.01,Danske Bank,0,0,0,1,0,1
 2024.12.31,GLOBAL INDEX,DANSKEINVEST-EN24,152,Siemens,Siemens AG,EQUITY,36955.0,21301700.0,1858949.3,Danske Bank,0,0,0,1,0,1
 2024.12.31,GLOBAL INDEX,DANSKEINVEST-EN24,152,Siemens,Siemens AG,EQUITY,15200.0,8904232.0,777051.4,Danske Bank,0,0,0,1,0,1
 2024.12.31,GLOBAL INDEX,DANSKEINVEST-EN24,153,Leonardo,Leonardo SpA,EQUITY,73650.0,21850340.0,1906827.82,Danske Bank,0,0,1,0,0,1
 2024.12.31,GLOBAL INDEX,DANSKEINVEST-EN24,154,FANUC Corp,FANUC Corporation,EQUITY,54325.0,15945825.0,1391554.67,Danske Bank,0,0,1,0,0,1
 2024.12.31,GLOBAL INDEX,DANSKEINVEST-EN24,157,CNH Industrial,CNH Industrial NV,EQUITY,57532.0,7202316.0,628529.19,Danske Bank,0,0,0,1,0,1
 2024.12.31,GLOBAL INDEX,DANSKEINVEST-EN24,159,Volvo Car Corp,Volvo Car Corporation,EQUITY,112889.0,30469764.0,2659024.7,Danske Bank,0,0,1,1,0,1
 2024.12.31,GLOBAL INDEX,DANSKEINVEST-EN24,161,BP Plc,BP Plc,EQUITY,1323774.0,71991670.0,6282543.85,Danske Bank,0,0,1,0,0,1
 2024.12.31,GLOBAL INDEX,DANSKEINVEST-EN24,162,Airbnb,Airbnb Inc,EQUITY,29400.0,42688268.0,3725304.83,Danske Bank,1,1,1,1,0,1
 2024.12.31,GLOBAL INDEX,DANSKEINVEST-EN24,162,Alphabet,Alphabet Inc,EQUITY,690549.0,1448417800.0,126400017.45,Danske Bank,0,0,1,0,0,1
 2024.12.31,GLOBAL INDEX,DANSKEINVEST-EN24,162,Amazon,Amazon.com Inc,EQUITY,599601.0,1453489800.0,126842638.97,Danske Bank,0,0,1,0,0,1
 2024.12.31,GLOBAL INDEX,DANSKEINVEST-EN24,162,Apple,Apple Inc,EQUITY,963108.0,2664874800.0,232557361.03,Danske Bank,0,0,0,0,0,1
 2024.12.31,GLOBAL INDEX,DANSKEINVEST-EN24,163,Blackrock,Blackrock Inc,EQUITY,9905.0,112190930.0,9790638.8,Danske Bank,0,0,0,0,0,1
 2024.12.31,GLOBAL INDEX,DANSKEINVEST-EN24,163,Booking Holdings,Booking Holdings Inc,EQUITY,2163.0,118742900.0,10362413.82,Danske Bank,1,1,1,1,0,1
 2024.12.31,GLOBAL INDEX,DANSKEINVEST-EN24,163,Caterpillar,Caterpillar Inc,EQUITY,31693.0,127032700.0,11085845.19,Danske Bank,0,0,1,1,0,1
 2024.12.31,GLOBAL INDEX,DANSKEINVEST-EN24,164,Chevron,Chevron Corporation,EQUITY,128458.0,205580770.0,17940550.66,Danske Bank,0,0,1,0,0,1
 2024.12.31,GLOBAL INDEX,DANSKEINVEST-EN24,164,Cisco Systems,Cisco Systems Inc,EQUITY,264570.0,173059360.0,15102483.64,Danske Bank,0,0,0,1,0,1
 2024.12.31,GLOBAL INDEX,DANSKEINVEST-EN24,165,Expedia,Expedia Group Inc,EQUITY,8652.0,17812796.0,1554480.84,Danske Bank,1,1,0,1,0,1
 2024.12.31,GLOBAL INDEX,DANSKEINVEST-EN24,166,Hewlett Packard Enterprise,Hewlett Packard Enterprise Company,EQUITY,82163.0,19382374.0,1691454.23,Danske Bank,0,0,1,1,0,1
 2024.12.31,GLOBAL INDEX,DANSKEINVEST-EN24,166,International Business Machines,International Business Machines Corp.,EQUITY,59658.0,144906690.0,12645666.29,Danske Bank,0,0,1,1,0,1
 2024.12.31,GLOBAL INDEX,DANSKEINVEST-EN24,168,Microsoft,Microsoft Corp.,EQUITY,448180.0,2087290200.0,182152910.38,Danske Bank,0,0,1,0,0,1
 2024.12.31,GLOBAL INDEX,DANSKEINVEST-EN24,168,Motorola Solutions,Motorola Solutions Inc,EQUITY,10900.0,55669510.0,4858147.31,Danske Bank,1,1,0,1,0,1
 2024.12.31,GLOBAL INDEX,DANSKEINVEST-EN24,168,NVIDIA,NVIDIA Corporation,EQUITY,1553616.0,2305261300.0,201174736.02,Danske Bank,0,0,0,0,0,1
 2024.12.31,GLOBAL INDEX,DANSKEINVEST-EN24,168,Palantir Technologies,Palantir Technologies Inc,EQUITY,129700.0,108384424.0,9458453.97,Danske Bank,0,0,1,0,0,1
 2024.12.31,GLOBAL INDEX RESTRICTED,DANSKEINVEST-EN24,175,Carlsberg Group,Carlsberg Group AS,EQUITY,1167.0,607793.0,53040.67,Danske Bank,0,0,0,1,0,1
 2024.12.31,GLOBAL INDEX RESTRICTED,DANSKEINVEST-EN24,176,Siemens,Siemens AG,EQUITY,319.0,688213.0,60058.73,Danske Bank,0,0,0,1,0,1
 2024.12.31,GLOBAL INDEX RESTRICTED,DANSKEINVEST-EN24,176,FANUC Corp,FANUC Corporation,EQUITY,30900.0,9069968.0,791514.79,Danske Bank,0,0,1,0,0,1
 2024.12.31,GLOBAL INDEX RESTRICTED,DANSKEINVEST-EN24,179,Airbnb,Airbnb Inc,EQUITY,2400.0,3484757.0,304106.55,Danske Bank,1,1,1,1,0,1
 2024.12.31,GLOBAL INDEX RESTRICTED,DANSKEINVEST-EN24,179,Alphabet,Alphabet Inc,EQUITY,63929.0,134251120.0,11715779.74,Danske Bank,0,0,1,0,0,1
 2024.12.31,GLOBAL INDEX RESTRICTED,DANSKEINVEST-EN24,179,Amazon,Amazon.com Inc,EQUITY,52589.0,127480730.0,11124943.71,Danske Bank,0,0,1,0,0,1
 2024.12.31,GLOBAL INDEX RESTRICTED,DANSKEINVEST-EN24,180,Apple,Apple Inc,EQUITY,88140.0,243879250.0,21282769.0,Danske Bank,0,0,0,0,0,1
 2024.12.31,GLOBAL INDEX RESTRICTED,DANSKEINVEST-EN24,180,Blackrock,Blackrock Inc,EQUITY,1284.0,14543479.0,1269175.23,Danske Bank,0,0,0,0,0,1
 2024.12.31,GLOBAL INDEX RESTRICTED,DANSKEINVEST-EN24,180,Booking Holdings,Booking Holdings Inc,EQUITY,109.0,5983807.0,522192.77,Danske Bank,1,1,1,1,0,1
 2024.12.31,GLOBAL INDEX RESTRICTED,DANSKEINVEST-EN24,180,Cisco Systems,Cisco Systems Inc,EQUITY,34163.0,22346552.0,1950131.08,Danske Bank,0,0,0,1,0,1
 2024.12.31,GLOBAL INDEX RESTRICTED,DANSKEINVEST-EN24,181,Hewlett Packard Enterprise,Hewlett Packard Enterprise Company,EQUITY,14052.0,3314888.0,289282.49,Danske Bank,0,0,1,1,0,1
 2024.12.31,GLOBAL INDEX RESTRICTED,DANSKEINVEST-EN24,181,International Business Machines,International Business Machines Corp.,EQUITY,14817.0,35989850.0,3140749.63,Danske Bank,0,0,1,1,0,1
 2024.12.31,GLOBAL INDEX RESTRICTED,DANSKEINVEST-EN24,182,Microsoft,Microsoft Corp.,EQUITY,44006.0,204947330.0,17885271.84,Danske Bank,0,0,1,0,0,1
 2024.12.31,GLOBAL INDEX RESTRICTED,DANSKEINVEST-EN24,182,Motorola Solutions,Motorola Solutions Inc,EQUITY,3000.0,15321884.0,1337104.81,Danske Bank,1,1,0,1,0,1
 2024.12.31,GLOBAL INDEX RESTRICTED,DANSKEINVEST-EN24,182,NVIDIA,NVIDIA Corporation,EQUITY,156892.0,232796940.0,20315641.85,Danske Bank,0,0,0,0,0,1
 2024.12.31,GLOBAL INDEX RESTRICTED,DANSKEINVEST-EN24,183,Palantir Technologies,Palantir Technologies Inc,EQUITY,3600.0,3008357.0,262532.25,Danske Bank,0,0,1,0,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - BALANCED,DANSKEINVEST-EN24,198,Carlsberg Group,Carlsberg Group AS,EQUITY,1037.0,95951.0,95951.0,Danske Bank,0,0,0,1,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - BALANCED,DANSKEINVEST-EN24,199,Carrefour,Carrefour SA,EQUITY,4680.0,64256.0,64256.0,Danske Bank,0,0,0,1,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - BALANCED,DANSKEINVEST-EN24,200,Carlsberg Group,Carlsberg Group AS,EQUITY,206.0,9377.0,9377.0,Danske Bank,0,0,0,1,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - BALANCED,DANSKEINVEST-EN24,200,Heidelberg Materials,Heidelberg Materials AG,EQUITY,994.0,118584.0,118584.0,Danske Bank,1,0,1,1,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - BALANCED,DANSKEINVEST-EN24,201,Siemens,Siemens AG,EQUITY,8677.0,1636135.0,1636135.0,Danske Bank,0,0,0,1,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - BALANCED,DANSKEINVEST-EN24,201,Siemens,Siemens AG,EQUITY,7701.0,387976.0,387976.0,Danske Bank,0,0,0,1,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - BALANCED,DANSKEINVEST-EN24,201,Siemens,Siemens AG,EQUITY,2670.0,136704.0,136704.0,Danske Bank,0,0,0,1,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - BALANCED,DANSKEINVEST-EN24,202,Leonardo,Leonardo SpA,EQUITY,12834.0,332786.0,332786.0,Danske Bank,0,0,1,0,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - BALANCED,DANSKEINVEST-EN24,203,FANUC Corp,FANUC Corporation,EQUITY,11200.0,287331.0,287331.0,Danske Bank,0,0,1,0,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - BALANCED,DANSKEINVEST-EN24,206,CNH Industrial,CNH Industrial NV,EQUITY,10600.0,115981.0,115981.0,Danske Bank,0,0,0,1,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - BALANCED,DANSKEINVEST-EN24,208,Volvo Car Corp,Volvo Car Corporation,EQUITY,20074.0,473342.0,473342.0,Danske Bank,0,0,1,1,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - BALANCED,DANSKEINVEST-EN24,210,BP Plc,BP Plc,EQUITY,238856.0,1135329.0,1135329.0,Danske Bank,0,0,1,0,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - BALANCED,DANSKEINVEST-EN24,211,Airbnb,Airbnb Inc,EQUITY,5000.0,634524.0,634524.0,Danske Bank,1,1,1,1,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - BALANCED,DANSKEINVEST-EN24,211,Alphabet,Alphabet Inc,EQUITY,120293.0,22054434.0,22054434.0,Danske Bank,0,0,1,0,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - BALANCED,DANSKEINVEST-EN24,211,Amazon,Amazon.com Inc,EQUITY,103295.0,21884972.0,21884972.0,Danske Bank,0,0,1,0,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - BALANCED,DANSKEINVEST-EN24,211,Apple,Apple Inc,EQUITY,166300.0,40217136.0,40217136.0,Danske Bank,0,0,0,0,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - BALANCED,DANSKEINVEST-EN24,212,Blackrock,Blackrock Inc,EQUITY,1800.0,1781939.0,1781939.0,Danske Bank,0,0,0,0,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - BALANCED,DANSKEINVEST-EN24,212,Booking Holdings,Booking Holdings Inc,EQUITY,395.0,1895245.0,1895245.0,Danske Bank,1,1,1,1,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - BALANCED,DANSKEINVEST-EN24,212,Caterpillar,Caterpillar Inc,EQUITY,5600.0,1961812.0,1961812.0,Danske Bank,0,0,1,1,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - BALANCED,DANSKEINVEST-EN24,212,Chevron,Chevron Corporation,EQUITY,22400.0,3133188.0,3133188.0,Danske Bank,0,0,1,0,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - BALANCED,DANSKEINVEST-EN24,213,Cisco Systems,Cisco Systems Inc,EQUITY,47400.0,2709879.0,2709879.0,Danske Bank,0,0,0,1,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - BALANCED,DANSKEINVEST-EN24,214,Expedia,Expedia Group Inc,EQUITY,1400.0,251919.0,251919.0,Danske Bank,1,1,0,1,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - BALANCED,DANSKEINVEST-EN24,215,Hewlett Packard Enterprise,Hewlett Packard Enterprise Company,EQUITY,13900.0,286591.0,286591.0,Danske Bank,0,0,1,1,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - BALANCED,DANSKEINVEST-EN24,215,International Business Machines,International Business Machines Corp.,EQUITY,10300.0,2186624.0,2186624.0,Danske Bank,0,0,1,1,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - BALANCED,DANSKEINVEST-EN24,217,Microsoft,Microsoft Corp.,EQUITY,77971.0,31738076.0,31738076.0,Danske Bank,0,0,1,0,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - BALANCED,DANSKEINVEST-EN24,217,Motorola Solutions,Motorola Solutions Inc,EQUITY,1900.0,848128.0,848128.0,Danske Bank,1,1,0,1,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - BALANCED,DANSKEINVEST-EN24,217,NVIDIA,NVIDIA Corporation,EQUITY,269284.0,34922404.0,34922404.0,Danske Bank,0,0,0,0,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - BALANCED,DANSKEINVEST-EN24,217,Palantir Technologies,Palantir Technologies Inc,EQUITY,22600.0,1650640.0,1650640.0,Danske Bank,0,0,1,0,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - DEFENSIVE,DANSKEINVEST-EN24,227,Carlsberg Group,Carlsberg Group AS,EQUITY,183.0,16933.0,16933.0,Danske Bank,0,0,0,1,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - DEFENSIVE,DANSKEINVEST-EN24,228,Siemens,Siemens AG,EQUITY,580.0,109365.0,109365.0,Danske Bank,0,0,0,1,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - DEFENSIVE,DANSKEINVEST-EN24,228,Siemens,Siemens AG,EQUITY,283.0,14258.0,14258.0,Danske Bank,0,0,0,1,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - DEFENSIVE,DANSKEINVEST-EN24,229,Leonardo,Leonardo SpA,EQUITY,1247.0,32335.0,32335.0,Danske Bank,0,0,1,0,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - DEFENSIVE,DANSKEINVEST-EN24,233,Volvo Car Corp,Volvo Car Corporation,EQUITY,1408.0,33054.0,33054.0,Danske Bank,0,0,1,1,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - DEFENSIVE,DANSKEINVEST-EN24,233,BP Plc,BP Plc,EQUITY,21043.0,100021.0,100021.0,Danske Bank,0,0,1,0,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - DEFENSIVE,DANSKEINVEST-EN24,234,Airbnb,Airbnb Inc,EQUITY,500.0,63452.0,63452.0,Danske Bank,1,1,1,1,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - DEFENSIVE,DANSKEINVEST-EN24,234,Alphabet,Alphabet Inc,EQUITY,9236.0,1693179.0,1693179.0,Danske Bank,0,0,1,0,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - DEFENSIVE,DANSKEINVEST-EN24,234,Amazon,Amazon.com Inc,EQUITY,7874.0,1668254.0,1668254.0,Danske Bank,0,0,1,0,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - DEFENSIVE,DANSKEINVEST-EN24,234,Apple,Apple Inc,EQUITY,12600.0,3047119.0,3047119.0,Danske Bank,0,0,0,0,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - DEFENSIVE,DANSKEINVEST-EN24,235,Blackrock,Blackrock Inc,EQUITY,142.0,140575.0,140575.0,Danske Bank,0,0,0,0,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - DEFENSIVE,DANSKEINVEST-EN24,235,Booking Holdings,Booking Holdings Inc,EQUITY,25.0,119952.0,119952.0,Danske Bank,1,1,1,1,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - DEFENSIVE,DANSKEINVEST-EN24,235,Caterpillar,Caterpillar Inc,EQUITY,500.0,175162.0,175162.0,Danske Bank,0,0,1,1,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - DEFENSIVE,DANSKEINVEST-EN24,235,Chevron,Chevron Corporation,EQUITY,1563.0,218624.0,218624.0,Danske Bank,0,0,1,0,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - DEFENSIVE,DANSKEINVEST-EN24,236,Cisco Systems,Cisco Systems Inc,EQUITY,3200.0,182945.0,182945.0,Danske Bank,0,0,0,1,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - DEFENSIVE,DANSKEINVEST-EN24,237,Expedia,Expedia Group Inc,EQUITY,200.0,35988.0,35988.0,Danske Bank,1,1,0,1,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - DEFENSIVE,DANSKEINVEST-EN24,238,Hewlett Packard Enterprise,Hewlett Packard Enterprise Company,EQUITY,1700.0,35051.0,35051.0,Danske Bank,0,0,1,1,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - DEFENSIVE,DANSKEINVEST-EN24,238,International Business Machines,International Business Machines Corp.,EQUITY,700.0,148605.0,148605.0,Danske Bank,0,0,1,1,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - DEFENSIVE,DANSKEINVEST-EN24,239,Microsoft,Microsoft Corp.,EQUITY,5954.0,2423574.0,2423574.0,Danske Bank,0,0,1,0,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - DEFENSIVE,DANSKEINVEST-EN24,239,Motorola Solutions,Motorola Solutions Inc,EQUITY,200.0,89277.0,89277.0,Danske Bank,1,1,0,1,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - DEFENSIVE,DANSKEINVEST-EN24,239,NVIDIA,NVIDIA Corporation,EQUITY,20624.0,2674647.0,2674647.0,Danske Bank,0,0,0,0,0,1
