Publication date,Sub-fund,Format,Page,search name,Investee company legal name,Financial instrument,Nominal/Quantity,Market value,Market value in EUR,Associated banking group,OHCHR25/UN/2025-09-26,OHCHR23/UN/2023-06-30,UNSR_OPT/UN/2025-01-01,DBIO/NGO/2024-01-01,BR_SOY_DEFOREST_3K/TRASE.EARTH/2022-01-01,TEST/FREEPORTS/2025-01-01
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - DEFENSIVE,DANSKEINVEST-EN24,240,Palantir Technologies,Palantir Technologies Inc,EQUITY,1500.0,109556.0,109556.0,Danske Bank,0,0,1,0,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - OPPORTUNITY,DANSKEINVEST-EN24,252,Carlsberg Group,Carlsberg Group AS,EQUITY,408.0,37751.0,37751.0,Danske Bank,0,0,0,1,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - OPPORTUNITY,DANSKEINVEST-EN24,253,Carrefour,Carrefour SA,EQUITY,1526.0,20952.0,20952.0,Danske Bank,0,0,0,1,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - OPPORTUNITY,DANSKEINVEST-EN24,254,Heidelberg Materials,Heidelberg Materials AG,EQUITY,309.0,36864.0,36864.0,Danske Bank,1,0,1,1,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - OPPORTUNITY,DANSKEINVEST-EN24,254,Siemens,Siemens AG,EQUITY,3142.0,592456.0,592456.0,Danske Bank,0,0,0,1,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - OPPORTUNITY,DANSKEINVEST-EN24,254,Siemens,Siemens AG,EQUITY,2566.0,129275.0,129275.0,Danske Bank,0,0,0,1,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - OPPORTUNITY,DANSKEINVEST-EN24,254,Siemens,Siemens AG,EQUITY,996.0,50995.0,50995.0,Danske Bank,0,0,0,1,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - OPPORTUNITY,DANSKEINVEST-EN24,256,Leonardo,Leonardo SpA,EQUITY,4036.0,104653.0,104653.0,Danske Bank,0,0,1,0,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - OPPORTUNITY,DANSKEINVEST-EN24,256,FANUC Corp,FANUC Corporation,EQUITY,3900.0,100053.0,100053.0,Danske Bank,0,0,1,0,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - OPPORTUNITY,DANSKEINVEST-EN24,259,CNH Industrial,CNH Industrial NV,EQUITY,3100.0,33919.0,33919.0,Danske Bank,0,0,0,1,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - OPPORTUNITY,DANSKEINVEST-EN24,261,Volvo Car Corp,Volvo Car Corporation,EQUITY,7497.0,176886.0,176886.0,Danske Bank,0,0,1,1,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - OPPORTUNITY,DANSKEINVEST-EN24,262,BP Plc,BP Plc,EQUITY,83831.0,398465.0,398465.0,Danske Bank,0,0,1,0,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - OPPORTUNITY,DANSKEINVEST-EN24,264,Airbnb,Airbnb Inc,EQUITY,1800.0,228429.0,228429.0,Danske Bank,1,1,1,1,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - OPPORTUNITY,DANSKEINVEST-EN24,264,Alphabet,Alphabet Inc,EQUITY,43431.0,7962773.0,7962773.0,Danske Bank,0,0,1,0,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - OPPORTUNITY,DANSKEINVEST-EN24,264,Amazon,Amazon.com Inc,EQUITY,37536.0,7952702.0,7952702.0,Danske Bank,0,0,1,0,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - OPPORTUNITY,DANSKEINVEST-EN24,264,Apple,Apple Inc,EQUITY,60100.0,14534275.0,14534275.0,Danske Bank,0,0,0,0,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - OPPORTUNITY,DANSKEINVEST-EN24,265,Blackrock,Blackrock Inc,EQUITY,645.0,638528.0,638528.0,Danske Bank,0,0,0,0,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - OPPORTUNITY,DANSKEINVEST-EN24,265,Booking Holdings,Booking Holdings Inc,EQUITY,144.0,690925.0,690925.0,Danske Bank,1,1,1,1,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - OPPORTUNITY,DANSKEINVEST-EN24,265,Caterpillar,Caterpillar Inc,EQUITY,2000.0,700647.0,700647.0,Danske Bank,0,0,1,1,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - OPPORTUNITY,DANSKEINVEST-EN24,265,Chevron,Chevron Corporation,EQUITY,8129.0,1137039.0,1137039.0,Danske Bank,0,0,1,0,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - OPPORTUNITY,DANSKEINVEST-EN24,265,Cisco Systems,Cisco Systems Inc,EQUITY,17200.0,983332.0,983332.0,Danske Bank,0,0,0,1,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - OPPORTUNITY,DANSKEINVEST-EN24,267,Expedia,Expedia Group Inc,EQUITY,500.0,89971.0,89971.0,Danske Bank,1,1,0,1,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - OPPORTUNITY,DANSKEINVEST-EN24,268,Hewlett Packard Enterprise,Hewlett Packard Enterprise Company,EQUITY,5300.0,109276.0,109276.0,Danske Bank,0,0,1,1,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - OPPORTUNITY,DANSKEINVEST-EN24,268,International Business Machines,International Business Machines Corp.,EQUITY,3700.0,785486.0,785486.0,Danske Bank,0,0,1,1,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - OPPORTUNITY,DANSKEINVEST-EN24,269,Microsoft,Microsoft Corp.,EQUITY,28255.0,11501190.0,11501190.0,Danske Bank,0,0,1,0,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - OPPORTUNITY,DANSKEINVEST-EN24,270,Motorola Solutions,Motorola Solutions Inc,EQUITY,700.0,312468.0,312468.0,Danske Bank,1,1,0,1,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - OPPORTUNITY,DANSKEINVEST-EN24,270,NVIDIA,NVIDIA Corporation,EQUITY,97302.0,12618721.0,12618721.0,Danske Bank,0,0,0,0,0,1
 2024.12.31,GLOBAL PORTFOLIO SOLUTION - OPPORTUNITY,DANSKEINVEST-EN24,270,Palantir Technologies,Palantir Technologies Inc,EQUITY,8000.0,584297.0,584297.0,Danske Bank,0,0,1,0,0,1
 2024.12.31,GLOBAL SUSTAINABLE FUTURE,DANSKEINVEST-EN24,279,Siemens,Siemens AG,EQUITY,23722.0,4473020.0,4473020.0,Danske Bank,0,0,0,1,0,1
 2024.12.31,GLOBAL SUSTAINABLE FUTURE,DANSKEINVEST-EN24,280,Alphabet,Alphabet Inc,EQUITY,149114.0,27371082.0,27371082.0,Danske Bank,0,0,1,0,0,1
 2024.12.31,GLOBAL SUSTAINABLE FUTURE,DANSKEINVEST-EN24,280,Microsoft,Microsoft Corp.,EQUITY,108899.0,44405204.0,44405204.0,Danske Bank,0,0,1,0,0,1
 2024.12.31,GLOBAL SUSTAINABLE FUTURE,DANSKEINVEST-EN24,280,NVIDIA,NVIDIA Corporation,EQUITY,155265.0,20489884.0,20489884.0,Danske Bank,0,0,0,0,0,1
 2024.12.31,INDIA,DANSKEINVEST-EN24,285,Siemens,Siemens AG,EQUITY,19339.0,1489491.0,1433719.32,Danske Bank,0,0,0,1,0,1
 2024.12.31,NORDIC CORPORATE BOND,DANSKEINVEST-EN24,293,Volvo Car Corp,Volvo Car Corporation,BOND,178000.0,184397.0,184397.0,Danske Bank,0,0,1,1,0,1
 2024.12.31,NORDIC CORPORATE BOND,DANSKEINVEST-EN24,293,Volvo Car Corp,Volvo Car Corporation,BOND,350000.0,350896.0,350896.0,Danske Bank,0,0,1,1,0,1
 2024.12.31,SVERIGE,DANSKEINVEST-EN24,298,Volvo Car Corp,Volvo Car Corporation,EQUITY,450000.0,120870000.0,10548040.84,Danske Bank,0,0,1,1,0,1
 2024.12.31,SVERIGE BETA,DANSKEINVEST-EN24,301,Volvo Car Corp,Volvo Car Corporation,EQUITY,401795.0,107922136.0,9418111.18,Danske Bank,0,0,1,1,0,1
 2024.12.31,SVERIGE BETA,DANSKEINVEST-EN24,301,Volvo Car Corp,Volvo Car Corporation,EQUITY,164771.0,3951209.0,344812.72,Danske Bank,0,0,1,1,0,1
 2024.12.31,EUROLAND EQUITY,AMUNDI-EN24,13,Siemens,Siemens AG,EQUITY,207406190.0,1099948.0,1099948.0,Unicredit,0,0,0,1,0,1
 2024.12.31,EUROPEAN EQUITY ESG IMPROVERS,AMUNDI-EN24,14,Siemens,Siemens AG,EQUITY,9063891.0,48069.0,48069.0,Unicredit,0,0,0,1,0,1
 2024.12.31,EUROPE EX UK EQUITY,AMUNDI-EN24,16,Siemens,Siemens AG,EQUITY,32858654.0,174261.0,174261.0,Unicredit,0,0,0,1,0,1
 2024.12.31,EUROPEAN EQUITY,AMUNDI-EN24,17,Siemens,Siemens AG,EQUITY,3514759.0,18640.0,18640.0,Unicredit,0,0,0,1,0,1
 2024.12.31,EUROPEAN EQUITY,AMUNDI-EN24,17,Siemens,Siemens AG,EQUITY,733281.0,14555.0,14555.0,Unicredit,0,0,0,1,0,1
 2024.12.31,EUROPEAN EQUITY VALUE,AMUNDI-EN24,19,Siemens,Siemens AG,EQUITY,50557460.0,268124.0,268124.0,Unicredit,0,0,0,1,0,1
 2024.12.31,EUROPEAN EQUITY VALUE,AMUNDI-EN24,19,CNH Industrial,CNH Industrial NV,EQUITY,45307652.0,4197096.0,4197096.0,Unicredit,0,0,0,1,0,1
 2024.12.31,EUROPEAN EQUITY VALUE,AMUNDI-EN24,19,Volvo Car Corp,Volvo Car Corporation,EQUITY,49726460.0,2118188.0,2118188.0,Unicredit,0,0,1,1,0,1
 2024.12.31,EUROPEAN EQUITY INCOME ESG,AMUNDI-EN24,20,Siemens,Siemens AG,EQUITY,27966466.0,148316.0,148316.0,Unicredit,0,0,0,1,0,1
 2024.12.31,EUROPEAN EQUITY SMALL CAP,AMUNDI-EN24,21,Carlsberg Group,Carlsberg Group AS,EQUITY,2037248.0,44755.0,44755.0,Unicredit,0,0,0,1,0,1
 2024.12.31,GLOBAL ECOLOGY ESG,AMUNDI-EN24,22,Siemens,Siemens AG,EQUITY,34120308.0,180952.0,180952.0,Unicredit,0,0,0,1,0,1
 2024.12.31,GLOBAL ECOLOGY ESG,AMUNDI-EN24,22,Siemens,Siemens AG,EQUITY,67869310.0,1347148.0,1347148.0,Unicredit,0,0,0,1,0,1
 2024.12.31,GLOBAL ECOLOGY ESG,AMUNDI-EN24,22,Microsoft,Microsoft Corp.,EQUITY,64189300.0,157694.0,157694.0,Unicredit,0,0,1,0,0,1
 2024.12.31,GLOBAL EQUITY,AMUNDI-EN24,23,Alphabet,Alphabet Inc,EQUITY,110688490.0,605483.0,605483.0,Unicredit,0,0,1,0,0,1
 2024.12.31,GLOBAL EQUITY,AMUNDI-EN24,23,Amazon,Amazon.com Inc,EQUITY,81119850.0,382878.0,382878.0,Unicredit,0,0,1,0,0,1
 2024.12.31,GLOBAL EQUITY,AMUNDI-EN24,23,Cisco Systems,Cisco Systems Inc,EQUITY,88668620.0,1550952.0,1550952.0,Unicredit,0,0,0,1,0,1
 2024.12.31,GLOBAL EQUITY ESG IMPROVERS,AMUNDI-EN24,24,Alphabet,Alphabet Inc,EQUITY,11909431.0,62913.0,60557.32,Unicredit,0,0,1,0,0,1
 2024.12.31,GLOBAL EQUITY ESG IMPROVERS,AMUNDI-EN24,24,Apple,Apple Inc,EQUITY,15933223.0,63626.0,61243.62,Unicredit,0,0,0,0,0,1
 2024.12.31,GLOBAL EQUITY ESG IMPROVERS,AMUNDI-EN24,24,Microsoft,Microsoft Corp.,EQUITY,21544128.0,51113.0,49199.15,Unicredit,0,0,1,0,0,1
 2024.12.31,GLOBAL EQUITY ESG IMPROVERS,AMUNDI-EN24,24,NVIDIA,NVIDIA Corporation,EQUITY,16103250.0,119914.0,115424.01,Unicredit,0,0,0,0,0,1
 2024.12.31,GLOBAL EQUITY INCOME ESG,AMUNDI-EN24,25,Siemens,Siemens AG,EQUITY,54636916.0,279825.0,269347.39,Unicredit,0,0,0,1,0,1
 2024.12.31,GLOBAL EQUITY INCOME ESG,AMUNDI-EN24,25,Cisco Systems,Cisco Systems Inc,EQUITY,64891190.0,1096135.0,1055091.92,Unicredit,0,0,0,1,0,1
 2024.12.31,GLOBAL EQUITY INCOME ESG,AMUNDI-EN24,25,Microsoft,Microsoft Corp.,EQUITY,169903280.0,403092.0,387998.84,Unicredit,0,0,1,0,0,1
 2024.12.31,JAPAN EQUITY VALUE,AMUNDI-EN24,27,FANUC Corp,FANUC Corporation,EQUITY,158650000.0,38000.0,233.04,Unicredit,0,0,1,0,0,1
 2024.12.31,NET ZERO AMBITION GLOBAL EQUITY,AMUNDI-EN24,31,Volvo Car Corp,Volvo Car Corporation,EQUITY,283350.0,11656.0,11219.56,Unicredit,0,0,1,1,0,1
 2024.12.31,NET ZERO AMBITION GLOBAL EQUITY,AMUNDI-EN24,31,Cisco Systems,Cisco Systems Inc,EQUITY,511310.0,8637.0,8313.6,Unicredit,0,0,0,1,0,1
 2024.12.31,NET ZERO AMBITION GLOBAL EQUITY,AMUNDI-EN24,31,Microsoft,Microsoft Corp.,EQUITY,1443216.0,3424.0,3295.79,Unicredit,0,0,1,0,0,1
 2024.12.31,NET ZERO AMBITION GLOBAL EQUITY,AMUNDI-EN24,31,NVIDIA,NVIDIA Corporation,EQUITY,1101984.0,8206.0,7898.74,Unicredit,0,0,0,0,0,1
 2024.12.31,NET ZERO AMBITION TOP EUROPEAN PLAYERS,AMUNDI-EN24,32,Siemens,Siemens AG,EQUITY,17281900.0,91652.0,91652.0,Unicredit,0,0,0,1,0,1
 2024.12.31,POLEN CAPITAL GLOBAL GROWTH,AMUNDI-EN24,33,Siemens,Siemens AG,EQUITY,15178091.0,286284.0,275564.54,Unicredit,0,0,0,1,0,1
 2024.12.31,POLEN CAPITAL GLOBAL GROWTH,AMUNDI-EN24,33,Airbnb,Airbnb Inc,EQUITY,5986777.0,45558.0,43852.15,Unicredit,1,1,1,1,0,1
 2024.12.31,POLEN CAPITAL GLOBAL GROWTH,AMUNDI-EN24,33,Alphabet,Alphabet Inc,EQUITY,36549624.0,191922.0,184735.78,Unicredit,0,0,1,0,0,1
 2024.12.31,POLEN CAPITAL GLOBAL GROWTH,AMUNDI-EN24,33,Amazon,Amazon.com Inc,EQUITY,56879930.0,259264.0,249556.26,Unicredit,0,0,1,0,0,1
 2024.12.31,POLEN CAPITAL GLOBAL GROWTH,AMUNDI-EN24,33,Microsoft,Microsoft Corp.,EQUITY,35715804.0,84735.0,81562.23,Unicredit,0,0,1,0,0,1
 2024.12.31,US EQUITY DIVIDEND GROWTH,AMUNDI-EN24,34,Chevron,Chevron Corporation,EQUITY,7989440.0,55130.0,53065.74,Unicredit,0,0,1,0,0,1
 2024.12.31,US EQUITY DIVIDEND GROWTH,AMUNDI-EN24,35,Cisco Systems,Cisco Systems Inc,EQUITY,9075538.0,153303.0,147562.81,Unicredit,0,0,0,1,0,1
 2024.12.31,US EQUITY ESG IMPROVERS,AMUNDI-EN24,36,Booking Holdings,Booking Holdings Inc,EQUITY,3249346.0,654.0,629.51,Unicredit,1,1,1,1,0,1
 2024.12.31,US EQUITY ESG IMPROVERS,AMUNDI-EN24,36,NVIDIA,NVIDIA Corporation,EQUITY,1226202.0,9131.0,8789.1,Unicredit,0,0,0,0,0,1
 2024.12.31,US EQUITY ESG IMPROVERS,AMUNDI-EN24,36,Cisco Systems,Cisco Systems Inc,EQUITY,10372018.0,175203.0,168642.8,Unicredit,0,0,0,1,0,1
 2024.12.31,US EQUITY FUNDAMENTAL GROWTH,AMUNDI-EN24,37,Booking Holdings,Booking Holdings Inc,EQUITY,94800620.0,19758.0,19758.0,Unicredit,1,1,1,1,0,1
 2024.12.31,US EQUITY FUNDAMENTAL GROWTH,AMUNDI-EN24,37,Amazon,Amazon.com Inc,EQUITY,277528450.0,1309908.0,1309908.0,Unicredit,0,0,1,0,0,1
 2024.12.31,US EQUITY FUNDAMENTAL GROWTH,AMUNDI-EN24,37,Alphabet,Alphabet Inc,EQUITY,138649330.0,753893.0,753893.0,Unicredit,0,0,1,0,0,1
 2024.12.31,US EQUITY FUNDAMENTAL GROWTH,AMUNDI-EN24,37,Microsoft,Microsoft Corp.,EQUITY,252383040.0,620030.0,620030.0,Unicredit,0,0,1,0,0,1
 2024.12.31,US EQUITY FUNDAMENTAL GROWTH,AMUNDI-EN24,37,Apple,Apple Inc,EQUITY,200689570.0,829862.0,829862.0,Unicredit,0,0,0,0,0,1
 2024.12.31,US EQUITY FUNDAMENTAL GROWTH,AMUNDI-EN24,37,NVIDIA,NVIDIA Corporation,EQUITY,84369784.0,650569.0,650569.0,Unicredit,0,0,0,0,0,1
 2024.12.31,US EQUITY FUNDAMENTAL GROWTH,AMUNDI-EN24,37,Motorola Solutions,Motorola Solutions Inc,EQUITY,92904440.0,208046.0,208046.0,Unicredit,1,1,0,1,0,1
 2024.12.31,US EQUITY RESEARCH,AMUNDI-EN24,38,Amazon,Amazon.com Inc,EQUITY,21480092.0,101384.0,101384.0,Unicredit,0,0,1,0,0,1
 2024.12.31,US EQUITY RESEARCH,AMUNDI-EN24,38,Alphabet,Alphabet Inc,EQUITY,23387096.0,127931.0,127931.0,Unicredit,0,0,1,0,0,1
 2024.12.31,US EQUITY RESEARCH,AMUNDI-EN24,38,Microsoft,Microsoft Corp.,EQUITY,18263508.0,44868.0,44868.0,Unicredit,0,0,1,0,0,1
 2024.12.31,US EQUITY RESEARCH,AMUNDI-EN24,38,Cisco Systems,Cisco Systems Inc,EQUITY,13633780.0,238476.0,238476.0,Unicredit,0,0,0,1,0,1
 2024.12.31,US EQUITY RESEARCH VALUE,AMUNDI-EN24,39,Cisco Systems,Cisco Systems Inc,EQUITY,32948588.0,576322.0,576322.0,Unicredit,0,0,0,1,0,1
 2024.12.31,US PIONEER FUND,AMUNDI-EN24,40,Amazon,Amazon.com Inc,EQUITY,195885500.0,924561.0,924561.0,Unicredit,0,0,1,0,0,1
 2024.12.31,US PIONEER FUND,AMUNDI-EN24,40,Alphabet,Alphabet Inc,EQUITY,204059730.0,1116238.0,1116238.0,Unicredit,0,0,1,0,0,1
 2024.12.31,US PIONEER FUND,AMUNDI-EN24,40,Microsoft,Microsoft Corp.,EQUITY,277571300.0,681910.0,681910.0,Unicredit,0,0,1,0,0,1
 2024.12.31,US PIONEER FUND,AMUNDI-EN24,40,Apple,Apple Inc,EQUITY,327612960.0,1354697.0,1354697.0,Unicredit,0,0,0,0,0,1
 2024.12.31,US PIONEER FUND,AMUNDI-EN24,40,NVIDIA,NVIDIA Corporation,EQUITY,341559200.0,2633737.0,2633737.0,Unicredit,0,0,0,0,0,1
 2024.12.31,ASIA EQUITY FOCUS,AMUNDI-EN24,42,HD Hyundai,HD Hyundai Co. Ltd,EQUITY,990564.0,6166.0,5935.12,Unicredit,0,0,1,1,0,1
 2024.12.31,ASIA EQUITY FOCUS,AMUNDI-EN24,42,HD Hyundai,HD Hyundai Co. Ltd,EQUITY,652208.0,4529.0,4359.42,Unicredit,0,0,1,1,0,1
 2024.12.31,ASIA EQUITY FOCUS,AMUNDI-EN24,42,HD Hyundai,HD Hyundai Co. Ltd,EQUITY,570211.0,5381.0,5179.52,Unicredit,0,0,1,1,0,1
 2024.12.31,EMERGING MARKETS EQUITY ESG IMPROVERS,AMUNDI-EN24,50,Petróleo Brasileiro,Petróleo Brasileiro SA,EQUITY,2576345.0,439800.0,423332.37,Unicredit,0,0,1,0,0,1
 2024.12.31,EMERGING MARKETS EQUITY ESG IMPROVERS,AMUNDI-EN24,50,Orbia Corp.,Orbia Advance Corporation SAB de CV,EQUITY,536876.0,745700.0,717778.42,Unicredit,0,0,1,1,0,1
 2024.12.31,EMERGING MARKETS EQUITY ESG IMPROVERS,AMUNDI-EN24,51,HD Hyundai,HD Hyundai Co. Ltd,EQUITY,1737301.0,12064.0,11612.28,Unicredit,0,0,1,1,0,1
 2024.12.31,EMERGING MARKETS EQUITY FOCUS,AMUNDI-EN24,52,Petróleo Brasileiro,Petróleo Brasileiro SA,EQUITY,18645402.0,3182900.0,3063721.24,Unicredit,0,0,1,0,0,1
 2024.12.31,EMERGING MARKETS EQUITY FOCUS,AMUNDI-EN24,52,Carlsberg Group,Carlsberg Group AS,EQUITY,14761391.0,154066.0,148297.24,Unicredit,0,0,0,1,0,1
 2024.12.31,EMERGING MARKETS EQUITY FOCUS,AMUNDI-EN24,53,HD Hyundai,HD Hyundai Co. Ltd,EQUITY,12265581.0,76350.0,73491.19,Unicredit,0,0,1,1,0,1
 2024.12.31,EMERGING MARKETS EQUITY FOCUS EX CHINA,AMUNDI-EN24,55,Petróleo Brasileiro,Petróleo Brasileiro SA,EQUITY,479193.0,75118.0,72305.32,Unicredit,0,0,1,0,0,1
 2024.12.31,EMERGING MARKETS EQUITY FOCUS EX CHINA,AMUNDI-EN24,55,HD Hyundai,HD Hyundai Co. Ltd,EQUITY,280333.0,1745.0,1679.66,Unicredit,0,0,1,1,0,1
 2024.12.31,EMERGING MARKETS EQUITY FOCUS EX CHINA,AMUNDI-EN24,55,HD Hyundai,HD Hyundai Co. Ltd,EQUITY,172939.0,1632.0,1570.89,Unicredit,0,0,1,1,0,1
 2024.12.31,EMERGING MARKETS EQUITY FOCUS EX CHINA,AMUNDI-EN24,55,HD Hyundai,HD Hyundai Co. Ltd,EQUITY,116709.0,3457.0,3327.56,Unicredit,0,0,1,1,0,1
 2024.12.31,EMERGING WORLD EQUITY,AMUNDI-EN24,57,Petróleo Brasileiro,Petróleo Brasileiro SA,EQUITY,317047.0,49700.0,47839.06,Unicredit,0,0,1,0,0,1
 2024.12.31,EMERGING WORLD EQUITY,AMUNDI-EN24,57,Petróleo Brasileiro,Petróleo Brasileiro SA,EQUITY,3958831.0,675800.0,650495.72,Unicredit,0,0,1,0,0,1
 2024.12.31,EMERGING WORLD EQUITY,AMUNDI-EN24,57,Petróleo Brasileiro,Petróleo Brasileiro SA,EQUITY,1686017.0,142641.0,137300.03,Unicredit,0,0,1,0,0,1
 2024.12.31,EMERGING WORLD EQUITY,AMUNDI-EN24,59,HD Hyundai,HD Hyundai Co. Ltd,EQUITY,4652406.0,28960.0,27875.64,Unicredit,0,0,1,1,0,1
 2024.12.31,EMERGING WORLD EQUITY,AMUNDI-EN24,59,HD Hyundai,HD Hyundai Co. Ltd,EQUITY,557389.0,5260.0,5063.05,Unicredit,0,0,1,1,0,1
 2024.12.31,LATIN AMERICA EQUITY,AMUNDI-EN24,62,Petróleo Brasileiro,Petróleo Brasileiro SA,EQUITY,1369013.0,233700.0,224949.47,Unicredit,0,0,1,0,0,1
 2024.12.31,LATIN AMERICA EQUITY,AMUNDI-EN24,62,Petróleo Brasileiro,Petróleo Brasileiro SA,EQUITY,4754785.0,402266.0,387203.77,Unicredit,0,0,1,0,0,1
 2024.12.31,NET ZERO AMBITION EMERGING MARKETS EQUITY,AMUNDI-EN24,65,HD Hyundai,HD Hyundai Co. Ltd,EQUITY,144752.0,1366.0,1314.85,Unicredit,0,0,1,1,0,1
 2024.12.31,NEW SILK ROAD,AMUNDI-EN24,66,Petróleo Brasileiro,Petróleo Brasileiro SA,EQUITY,2098334.0,358200.0,344787.76,Unicredit,0,0,1,0,0,1
 2024.12.31,NEW SILK ROAD,AMUNDI-EN24,67,HD Hyundai,HD Hyundai Co. Ltd,EQUITY,1081813.0,6734.0,6481.86,Unicredit,0,0,1,1,0,1
 2024.12.31,EUROLAND EQUITY DYNAMIC MULTI FACTORS,AMUNDI-EN24,71,Carlsberg Group,Carlsberg Group AS,EQUITY,611925.0,13443.0,13443.0,Unicredit,0,0,0,1,0,1
